Image Name,Absorbance_0.00,Absorbance_0.10,Absorbance_0.21,Absorbance_0.31,Absorbance_0.42,Absorbance_0.52,Absorbance_0.63,Absorbance_0.73,Absorbance_0.84,Absorbance_0.94,Absorbance_1.05,Absorbance_1.15,Absorbance_1.26,Absorbance_1.36,Absorbance_1.47
blob_L_row_000.png,0.053639396,0.054608767,0.057866446547175626,0.066732316,0.387397392,0.066600908,0.074077463,0.083607875,0.095340531,0.11021915468386463,0.1284983615256399,0.1484558470609353,0.17294843408195237,0.1872715748923645,0.1274158889130027
blob_L_row_005.png,0.023395498,0.024797947603561514,0.029406837148662712,0.040928896387474725,0.061364085,0.035628616,0.044383362,0.054176324,0.065766601,0.080037486,0.097357956,0.1150645281203563,0.12904467572666287,0.1300458206620251,0.07982513
blob_L_row_010.png,0.031339388,0.03186077,0.033512942334697385,0.037351421200005654,0.21966225941611336,0.038711289532393466,0.043054211,0.048266781,0.054835706,0.063538469,0.074999925,0.087972263,0.098797477,0.10541097949726137,0.078305773
blob_L_row_015.png,0.023209872,0.02454963,0.028654134508369997,0.036261806,0.13731850638420875,0.044373311738381334,0.056918088,0.071259645,0.088492507,0.11008110449323662,0.13714605440730923,0.16797024054398998,0.19971189608790027,0.22706434468350958,0.18759001075070178
blob_L_row_020.png,0.14780210725331144,0.14662355470415409,0.1419922445523746,0.12605175125813878,0.37622954808910847,0.1726070962880299,0.1745116590044634,0.18157224127006946,0.19287376297296602,0.2094998881919355,0.2304887296882479,0.252694772,0.29543435103839727,0.3461341301476606,0.26776441600964446
blob_L_row_025.png,0.021792054932200235,0.022410191,0.024461428,0.029622252975624708,0.052575637,0.030837020236780345,0.035371153226370904,0.040895105,0.047740196,0.056491630655805855,0.067550781,0.079443736,0.088235562,0.086920881,0.052891287
blob_L_row_030.png,0.3129770757975349,0.3090859115741019,0.29852589623238734,0.27867010829516364,0.21929230822661944,0.2957503942081581,0.2967795279610391,0.30269347868692814,0.31545207584470375,0.33714112810274915,0.3674073532609994,0.4055869847778594,0.4831839617313488,0.6344051059393777,0.7677235651899474
blob_L_row_035.png,0.021449312897651805,0.021701824683139234,0.022520169509039525,0.024473852713039236,0.052387974,0.026133738106828477,0.02826357,0.031014023,0.034574305,0.039374914716364416,0.045741845,0.052946422,0.058696069,0.057859657871405464,0.035720517
blob_L_row_040.png,0.022284434576498112,0.02292693,0.025013003208158663,0.029815556172420796,0.096259376,0.031262528,0.036356326,0.042397918,0.049856372,0.059453769,0.071720862,0.085250293,0.096626973,0.100786289,0.068512662
blob_L_row_045.png,0.022802931525133584,0.023094813900243493,0.024061990639684703,0.026557641400472124,0.072191135,0.027720552708493825,0.030080466388135142,0.033166535324962415,0.037146371621274106,0.042447768,0.049373188,0.057173943,0.063938961,0.063772447,0.039504460953197366
blob_L_row_050.png,0.031852355,0.033335731047630164,0.038136264,0.049602546476778295,0.745221606,0.046650221499774346,0.055232007,0.066147206,0.079816356,0.097334309,0.11929629828749179,0.1432327220568797,0.16954552087151825,0.20300745787570904,0.1793029322228516
blob_L_row_055.png,0.056511165277636395,0.057018912122115545,0.058930491132007046,0.066069716,0.7796609400211427,0.059114536028451056,0.059977772,0.064109547,0.071360632,0.082567285,0.098462893,0.11808861377412416,0.1403332586087894,0.15934023467844782,0.12487007667194279
blob_L_row_060.png,0.056081853,0.066578559,0.10097177291035914,0.17714328484830294,0.49544712932812146,0.12865713158528624,0.1696446564481034,0.20742453454462906,0.24555077624927313,0.28688957950663074,0.3303516954216806,0.3623593075537606,0.3829200086978153,0.4350349438920709,0.34424342009063325
blob_L_row_065.png,0.096590478,0.095823936,0.093626216,0.088947968,0.2009112640906118,0.09481108,0.092994126,0.09296049,0.094822287,0.099411313,0.10734786419920864,0.11804515779812687,0.12927429656657474,0.1286906465285172,0.085160024
